PacketCounter	SampleTimeFine	Year	Month	Day	Second	FreeAcc_E	FreeAcc_N	FreeAcc_U	Gyr_X	Gyr_Y	Gyr_Z	Roll	Pitch	Yaw	Vel_E	Vel_N	Vel_U
00950						-0.128564	-0.057378	1.279960	-0.397438	0.181738	-0.135573	-0.099142	4.020129	97.146797	-0.082401	0.187814	-0.065874
00951						-0.425866	-0.017684	1.256446	-0.317024	0.153954	-0.119888	-0.529773	4.210431	96.964928	-0.088212	0.185408	-0.039358
00952						-0.583953	0.080631	1.208153	-0.173450	0.101981	-0.111663	-0.822623	4.354386	96.797928	-0.096147	0.185006	-0.014960
00953						-0.630592	0.181704	1.330945	-0.003523	0.051516	-0.110415	-0.930407	4.436591	96.636742	-0.106779	0.186904	0.010268
00955						-0.439154	0.289227	1.499612	0.105392	0.022879	-0.116333	-0.877308	4.471309	96.472443	-0.115197	0.191217	0.038559
00956						-0.403532	0.433211	1.553942	0.156709	0.011059	-0.123627	-0.738865	4.488093	96.323418	-0.125863	0.201215	0.081152
00957						-0.197840	0.540856	1.523925	0.188483	0.010044	-0.123359	-0.550764	4.501405	96.155663	-0.130910	0.209874	0.112284
00958						-0.116547	0.557451	1.553894	0.158686	0.012410	-0.125393	-0.373618	4.515649	95.986740	-0.131447	0.219909	0.142053
00959						-0.212666	0.471826	1.422433	0.110155	0.010044	-0.125924	-0.247396	4.525903	95.818459	-0.131723	0.230312	0.169837
00960						-0.194537	0.421101	1.151479	0.079895	-0.006668	-0.129429	-0.157481	4.526867	95.646790	-0.133435	0.238473	0.193870
00961						-0.434377	0.416014	0.986096	0.133673	-0.031695	-0.118916	-0.061228	4.503621	95.476624	-0.138714	0.245498	0.213603
00962						-0.218256	0.323545	0.933059	0.210587	-0.052051	-0.095823	0.135432	4.454467	95.328072	-0.143430	0.251026	0.231889
00963						-0.093607	0.394778	0.812018	0.153797	-0.064628	-0.101053	0.334123	4.388179	95.189980	-0.144506	0.256671	0.248820
00964						-0.204729	0.654239	0.669203	0.046537	-0.087307	-0.142735	0.422535	4.303632	95.024521	-0.146558	0.266488	0.262919
00965						-0.494612	0.508880	0.658291	0.024458	-0.113887	-0.177870	0.418908	4.188850	94.809952	-0.151768	0.277494	0.274813
00966						-0.306177	0.154650	0.494096	0.088691	-0.129730	-0.200614	0.469845	4.049939	94.562424	-0.157800	0.283043	0.285177
00967						-0.153607	0.304779	0.377042	0.105829	-0.137538	-0.204010	0.562876	3.897213	94.302170	-0.159873	0.286035	0.292827
00969						-0.158533	0.364235	0.352325	0.102279	-0.127433	-0.206422	0.658506	3.747659	94.025383	-0.161420	0.294054	0.301207
00970						-0.056963	0.114398	0.584732	0.068989	-0.082359	-0.211789	0.737506	3.631250	93.755241	-0.162028	0.298428	0.309938
00971						0.212152	-0.425896	0.451207	-0.013570	-0.024334	-0.205610	0.738563	3.579155	93.485176	-0.157753	0.293604	0.319034
00972						0.413967	-0.576614	0.291906	-0.076850	-0.000621	-0.179563	0.659587	3.572305	93.236794	-0.149234	0.283120	0.325381
00973						0.177314	-0.594481	0.490718	-0.120528	0.019848	-0.161668	0.516520	3.586312	93.016724	-0.140781	0.271069	0.331578
00974						0.150183	-0.531323	0.362687	-0.167754	0.040271	-0.181172	0.330670	3.626600	92.790672	-0.135655	0.260771	0.338912
00975						0.123763	-0.504016	0.230767	-0.205663	0.043603	-0.214794	0.095010	3.679984	92.531197	-0.131395	0.248892	0.344090
00976						0.187832	-0.162370	0.303195	-0.250922	0.032911	-0.258552	-0.191794	3.724157	92.225250	-0.126323	0.241685	0.348548
00977						-0.005991	-0.092189	0.197256	-0.267664	0.015209	-0.298981	-0.536421	3.749466	91.867157	-0.122845	0.239862	0.352452
00978						0.023905	-0.121101	-0.138507	-0.168751	-0.007999	-0.302107	-0.812362	3.748868	91.488853	-0.121703	0.236650	0.351732
00979						0.228745	-0.065169	-0.433250	-0.107193	-0.060420	-0.282551	-0.991925	3.701374	91.124680	-0.116883	0.233898	0.343555
00980						0.349960	0.077667	-0.662207	-0.138083	-0.122906	-0.263327	-1.151097	3.587948	90.785896	-0.108709	0.233422	0.331780
00982						-0.436845	0.019185	-0.664424	-0.039661	-0.180914	-0.248993	-1.303014	3.403552	90.466087	-0.108468	0.234286	0.316320
00983						-0.251423	0.079613	-0.558605	0.184438	-0.226405	-0.238848	-1.214271	3.161615	90.179840	-0.118638	0.237775	0.298685
00984						0.322774	-0.127920	-0.364872	0.206571	-0.239266	-0.230431	-0.987374	2.886073	89.900505	-0.116528	0.236930	0.290138
00985						0.791542	-0.470608	-0.254441	0.015765	-0.249328	-0.210298	-0.882260	2.597342	89.635506	-0.103254	0.229794	0.284293
00986						0.498936	-0.571993	-0.278009	-0.200994	-0.250605	-0.173963	-1.034523	2.305566	89.410400	-0.087497	0.218996	0.278452
00987						0.039946	-0.653662	-0.359620	-0.279221	-0.242497	-0.154894	-1.342916	2.020995	89.216682	-0.080919	0.207190	0.271595
00988						-0.437111	-0.444987	-0.572383	-0.200188	-0.244044	-0.172318	-1.639414	1.741329	89.022415	-0.084898	0.196600	0.260995
00989						-0.322636	-0.388198	-0.658038	-0.064078	-0.251284	-0.197757	-1.792871	1.453058	88.800934	-0.091347	0.188162	0.247757
00990						-0.274214	-0.580294	-0.544254	0.042187	-0.250091	-0.205747	-1.812505	1.155929	88.557884	-0.094686	0.178935	0.235452
00991						-0.151720	-0.703577	-0.273684	0.212694	-0.225355	-0.204309	-1.658575	0.874512	88.314682	-0.099606	0.166070	0.228049
00992						0.461570	-0.672878	-0.189517	0.161286	-0.187059	-0.197537	-1.434435	0.637211	88.075897	-0.093287	0.152765	0.221973
00993						0.501678	-0.543072	-0.387362	-0.018917	-0.167528	-0.201380	-1.378156	0.433289	87.835503	-0.079908	0.141485	0.215442
00994						0.163052	-0.669419	-0.450774	0.003000	-0.167081	-0.189377	-1.413722	0.239848	87.598885	-0.073126	0.129950	0.206138
00996						0.455133	-0.815595	-0.377826	0.057239	-0.150901	-0.170872	-1.373577	0.055349	87.383873	-0.063481	0.110052	0.192554
00997						0.795668	-0.788535	-0.276007	-0.072585	-0.115588	-0.158390	-1.382694	-0.099321	87.189751	-0.048501	0.094415	0.185810
00998						0.767316	-0.585634	-0.167697	-0.304434	-0.056611	-0.158379	-1.618511	-0.197296	87.000618	-0.030333	0.081294	0.181532
00999						0.710378	-0.511442	0.012381	-0.523856	0.006761	-0.178523	-2.124282	-0.225154	86.796852	-0.014909	0.072082	0.180607
01000						0.398430	-0.557668	-0.111250	-0.662473	0.064384	-0.196713	-2.846139	-0.186504	86.565331	-0.002581	0.062719	0.181242
01001						-0.092453	-0.484227	-0.473641	-0.452180	0.087453	-0.190038	-3.500967	-0.104962	86.321785	-0.002769	0.052702	0.176763
01002						0.301711	-0.327099	-0.492042	-0.283167	0.061981	-0.168607	-3.898674	-0.032711	86.077713	0.002180	0.045808	0.166460
01003						0.256539	-0.217515	-0.380254	-0.203727	0.019529	-0.153705	-4.181266	-0.002389	85.879112	0.009425	0.041964	0.157244
01004						0.202200	-0.149467	-0.500850	-0.152421	-0.012431	-0.144723	-4.392702	-0.015417	85.696289	0.016214	0.038978	0.149375
01005						0.118796	-0.135536	-0.594789	0.014963	-0.068229	-0.119386	-4.473246	-0.079851	85.534988	0.018214	0.037057	0.139208
01006						0.340580	-0.090936	-0.576940	0.078782	-0.103682	-0.092147	-4.405962	-0.192238	85.410690	0.024802	0.036155	0.128128
01007						0.340009	-0.164739	-0.583846	0.093132	-0.118302	-0.063076	-4.311585	-0.331723	85.322609	0.031783	0.033780	0.117070
01009						0.339623	-0.068493	-0.662452	0.023343	-0.113982	-0.040223	-4.256542	-0.471115	85.264496	0.040711	0.032163	0.104130
01010						0.386505	0.202172	-0.665509	-0.049762	-0.111110	-0.033573	-4.278202	-0.602446	85.239777	0.050311	0.034401	0.086058
01011						0.234387	0.424960	-0.722753	-0.159191	-0.114575	-0.056294	-4.416342	-0.733793	85.203453	0.057106	0.042014	0.071918
01012						-0.128426	0.379860	-0.916641	-0.155422	-0.120020	-0.071292	-4.617668	-0.871728	85.142273	0.058273	0.050143	0.055291
01013						-0.033170	0.211608	-1.088924	-0.037229	-0.137717	-0.067649	-4.723026	-1.024009	85.076790	0.055680	0.056286	0.035742
01014						0.117270	0.190226	-1.022323	0.010041	-0.150721	-0.050121	-4.732292	-1.195351	85.025993	0.056951	0.060457	0.015161
01015						0.211365	0.364972	-1.051579	-0.052449	-0.167683	-0.042721	-4.754591	-1.381626	84.996361	0.061038	0.066788	-0.004531
01016						-0.297872	0.381191	-1.257031	-0.059621	-0.189935	-0.048891	-4.847053	-1.591096	84.963028	0.059427	0.075590	-0.027191
01017						-0.455809	0.296302	-1.312163	0.115455	-0.198454	-0.040432	-4.811811	-1.818313	84.933792	0.049700	0.081704	-0.052215
01018						0.059753	0.296755	-1.251608	0.142553	-0.192891	-0.028019	-4.640990	-2.047319	84.919678	0.046312	0.087929	-0.076495
01019						-0.175363	0.147928	-1.226015	0.043689	-0.163712	-0.015595	-4.558057	-2.255313	84.916222	0.046967	0.092131	-0.100388
01020						-0.237419	0.002290	-1.276698	0.030262	-0.117768	-0.004409	-4.521753	-2.413604	84.923401	0.042292	0.094202	-0.125552
01021						0.307735	-0.171463	-1.239370	-0.085402	-0.064974	0.000669	-4.548759	-2.510539	84.933868	0.043516	0.091604	-0.150193
01023						0.125638	0.247310	-1.470734	-0.260077	-0.043882	0.003716	-4.786767	-2.565048	84.941643	0.051675	0.092969	-0.187155
01024						-0.048979	0.624446	-1.532002	-0.205514	-0.060354	0.003304	-5.070861	-2.623690	84.946999	0.051051	0.101910	-0.216093
01025						0.128882	0.732286	-1.248806	-0.173864	-0.083490	-0.024343	-5.286105	-2.709108	84.938408	0.052134	0.115290	-0.241917
01026						-0.468289	0.650286	-1.126933	-0.104058	-0.110334	-0.053423	-5.474547	-2.826769	84.897575	0.050971	0.129592	-0.265714
01027						-0.514834	0.456214	-0.799199	0.213500	-0.116216	-0.059675	-5.389171	-2.962849	84.840546	0.039416	0.140153	-0.283954
01028						0.431871	0.284997	-0.607402	0.274485	-0.105831	-0.061888	-5.074650	-3.092986	84.780602	0.040890	0.146384	-0.296383
01029						0.868742	0.321116	-0.373608	0.078730	-0.100242	-0.048798	-4.877168	-3.214432	84.723167	0.056324	0.152064	-0.303715
01030						0.356222	0.516541	-0.335538	-0.015098	-0.084949	-0.046290	-4.872536	-3.322608	84.674187	0.067183	0.160277	-0.308261
01031						0.137966	0.493430	-0.392303	0.093410	-0.058572	-0.033083	-4.826531	-3.406938	84.633469	0.070481	0.168691	-0.312847
01032						0.012222	0.363656	-0.499080	0.212728	-0.040339	-0.023181	-4.649929	-3.464256	84.602341	0.072336	0.176853	-0.320410
01033						0.096020	0.460307	-0.642253	0.274386	-0.033367	-0.027896	-4.358326	-3.505388	84.574303	0.074251	0.184436	-0.330229
01034						0.178751	0.528141	-0.599895	0.258172	-0.047304	-0.048374	-4.052973	-3.555300	84.528397	0.076718	0.194807	-0.341023
01036						0.206493	0.213341	-0.398035	0.177639	-0.032185	-0.059158	-3.810751	-3.607756	84.462845	0.082188	0.201406	-0.349207
01037						0.116600	0.037322	-0.290920	0.178022	0.009825	-0.051970	-3.618079	-3.621940	84.381302	0.087201	0.202444	-0.355863
01038						0.328662	0.292965	-0.277565	0.185475	0.049601	-0.032754	-3.403499	-3.584123	84.317360	0.091975	0.203875	-0.359258
01039						0.068168	0.486456	-0.413109	0.142560	0.053751	-0.033123	-3.232530	-3.522083	84.258362	0.098323	0.211028	-0.364961
01040						-0.644076	0.543962	-0.449836	0.406981	0.037458	-0.027914	-2.930715	-3.471622	84.203690	0.090105	0.220111	-0.371836
01041						-0.459846	0.552345	-0.229835	0.740046	0.003039	-0.019624	-2.246532	-3.452581	84.158882	0.078748	0.229755	-0.378104
01042						0.923141	0.383890	-0.123099	0.646884	-0.019282	-0.029939	-1.400804	-3.466896	84.113518	0.086186	0.237929	-0.379145
01043						0.828605	0.522484	-0.142379	0.214639	-0.023279	-0.052553	-0.943754	-3.496153	84.049011	0.106316	0.244317	-0.378878
01044						-0.254789	0.717926	-0.476452	0.027562	-0.030568	-0.100055	-0.862003	-3.524249	83.942841	0.110921	0.255599	-0.383062
01045						-0.576110	0.558171	-0.615665	0.123600	-0.045544	-0.141699	-0.779789	-3.567812	83.781509	0.101826	0.266876	-0.393512
01046						-0.650729	0.365245	-0.653426	0.254887	-0.052157	-0.178450	-0.551515	-3.626288	83.574295	0.090355	0.274729	-0.405103
01047						-0.609188	0.188515	-0.634187	0.390167	-0.048782	-0.203594	-0.164447	-3.680208	83.333908	0.078469	0.278643	-0.415853
01048						-0.145354	0.156436	-0.492963	0.451554	-0.050612	-0.210657	0.349490	-3.733056	83.078072	0.070933	0.280418	-0.424043
01050						0.244385	-0.031635	-0.160308	0.312196	-0.063542	-0.201679	0.792193	-3.796678	82.818176	0.074704	0.281137	-0.432665
01051						0.260292	0.117423	0.073558	0.092633	-0.047204	-0.190495	1.013319	-3.855943	82.567856	0.081726	0.280636	-0.431920
01052						-0.001335	0.507185	0.069263	-0.051786	-0.047205	-0.186098	1.019934	-3.900711	82.323059	0.085321	0.284328	-0.428899
01053						-0.855834	0.353324	-0.182665	0.093523	-0.089008	-0.171045	1.018112	-3.973995	82.086670	0.077431	0.288688	-0.431545
01054						-1.265135	0.162646	0.115331	0.654867	-0.113484	-0.114902	1.475910	-4.095695	81.896095	0.053589	0.292099	-0.431316
01055						-0.303162	-0.111087	0.567532	1.057593	-0.054356	-0.067941	2.540152	-4.193030	81.771118	0.036598	0.290157	-0.421059
01056						0.954448	-0.159991	0.417812	0.719751	0.048319	-0.080938	3.595966	-4.187191	81.662872	0.048816	0.285113	-0.410743
01057						0.925348	0.085913	0.336336	0.109433	0.137007	-0.134905	4.028529	-4.065494	81.517250	0.070073	0.283136	-0.401903
01058						0.538567	0.082037	0.304555	-0.333351	0.206042	-0.181387	3.852946	-3.850657	81.321640	0.085978	0.283687	-0.395627
01059						0.408301	-0.109890	0.174079	-0.690881	0.281376	-0.241943	3.247267	-3.548557	81.067101	0.098123	0.283102	-0.389884
01060						0.243831	-0.071338	-0.003319	-0.911348	0.339274	-0.293594	2.309636	-3.167916	80.747826	0.105801	0.280513	-0.387278
01061						-0.152305	-0.095233	0.022085	-0.915912	0.365654	-0.335082	1.251154	-2.745836	80.369141	0.105092	0.278646	-0.386292
01063						-0.421763	0.079534	0.322285	-0.728166	0.383449	-0.368547	0.322855	-2.310377	79.943146	0.097304	0.278322	-0.382617
01064						0.032336	-0.259720	0.273738	-0.634861	0.379675	-0.402405	-0.429786	-1.870324	79.465569	0.094217	0.276240	-0.376310
01065						0.357999	-0.444570	0.135993	-0.677146	0.366705	-0.413609	-1.170363	-1.442495	78.959686	0.101575	0.267607	-0.371294
01066						-0.031293	-0.303066	0.098657	-0.643510	0.338153	-0.404695	-1.939974	-1.046882	78.448814	0.107264	0.257388	-0.367224
01067						-0.417295	0.118654	0.199393	-0.384250	0.292330	-0.402004	-2.525138	-0.701521	77.943596	0.102771	0.255353	-0.364087
01068						-0.085871	0.056860	0.282157	-0.188023	0.248911	-0.417156	-2.824582	-0.416491	77.427711	0.100296	0.256750	-0.358225
01069						-0.168977	-0.140398	0.341338	-0.094435	0.214159	-0.428507	-2.986028	-0.180600	76.900528	0.101166	0.253793	-0.351169
01070						-0.066293	-0.190879	0.416075	0.005176	0.194668	-0.432054	-3.028548	0.024839	76.366409	0.100504	0.248662	-0.343964
01071						0.349265	-0.444688	0.440057	-0.011307	0.195893	-0.432687	-3.024970	0.220606	75.826851	0.105457	0.241355	-0.334926
01072						0.710692	-0.396384	0.607978	-0.184228	0.214347	-0.444912	-3.146255	0.425689	75.283783	0.118100	0.231662	-0.322026
01073						0.509544	-0.316894	0.698418	-0.391731	0.244940	-0.471170	-3.512287	0.659293	74.715210	0.131340	0.222762	-0.307671
01074						0.095484	-0.358433	0.508464	-0.486600	0.268262	-0.507218	-4.062462	0.916364	74.102257	0.139056	0.215621	-0.296058
01075						-0.188253	-0.201070	0.319480	-0.403886	0.278028	-0.534652	-4.597641	1.179948	73.452141	0.138817	0.208283	-0.286967
01077						-0.241724	-0.273059	0.316231	-0.237995	0.285231	-0.551968	-4.978818	1.447182	72.780090	0.134005	0.200135	-0.277596
01078						0.006073	-0.463011	0.401414	-0.097749	0.311015	-0.559253	-5.176421	1.731318	72.101074	0.133413	0.192805	-0.269770
01079						0.226030	-0.776090	0.579586	-0.052971	0.347108	-0.545418	-5.283225	2.048479	71.419388	0.137404	0.179563	-0.258847
01080						0.285370	-0.805574	0.516389	-0.078267	0.380790	-0.534294	-5.386605	2.411150	70.749237	0.143248	0.164428	-0.246989
01081						0.073420	-0.999308	0.536299	-0.143658	0.402241	-0.519132	-5.555952	2.800760	70.089943	0.147994	0.145396	-0.236372
01082						-0.267487	-1.016244	0.504917	-0.116324	0.432109	-0.504614	-5.757596	3.220873	69.441399	0.146602	0.124944	-0.225491
01083						-0.216743	-0.765022	0.704128	0.020196	0.447398	-0.497035	-5.841124	3.664525	68.804321	0.140711	0.106755	-0.213355
01084						-0.113296	-0.366529	1.021061	0.078835	0.457526	-0.503684	-5.822347	4.123409	68.162781	0.138702	0.095815	-0.198315
01085						0.072330	-0.668969	1.216991	0.079543	0.488754	-0.509033	-5.785378	4.603611	67.508224	0.141609	0.085539	-0.176709
01086						0.156098	-0.923321	1.221603	0.085598	0.522050	-0.485873	-5.747492	5.125089	66.862892	0.144623	0.069953	-0.152126
01087						0.214750	-0.885496	1.043113	0.018645	0.534644	-0.472056	-5.751830	5.678797	66.241501	0.149189	0.051625	-0.129601
01088						-0.085686	-0.364812	1.005412	-0.005579	0.517560	-0.467218	-5.829179	6.226087	65.628990	0.151065	0.039604	-0.108416
01090						-0.120211	-0.392737	1.101891	0.058562	0.477802	-0.480694	-5.876048	6.735744	65.006226	0.148951	0.033688	-0.087846
01091						0.026038	-0.618857	0.998331	0.099210	0.418081	-0.478864	-5.858799	7.185984	64.400124	0.147666	0.021308	-0.058496
01092						-0.077475	-0.802635	0.869358	0.116415	0.332155	-0.455973	-5.815259	7.554550	63.818405	0.148603	0.007194	-0.038987
01093						-0.074217	-0.714037	0.850123	0.158509	0.242897	-0.414994	-5.738343	7.825810	63.286102	0.148089	-0.008218	-0.022891
01094						0.001703	-0.711576	1.091352	0.187460	0.176741	-0.374004	-5.608845	8.012199	62.812366	0.148203	-0.021221	-0.005325
01095						0.207304	-0.755293	1.346192	0.143222	0.161307	-0.324786	-5.484650	8.160190	62.394768	0.151971	-0.035708	0.018456
01096						0.532171	-0.841145	1.599241	0.024030	0.190579	-0.284537	-5.442402	8.327422	62.031696	0.160470	-0.051770	0.048028
01097						0.633790	-0.623834	1.403479	-0.230066	0.225966	-0.269417	-5.632185	8.539644	61.694134	0.173738	-0.065983	0.077644
01098						0.328699	-0.635069	1.205138	-0.405735	0.245849	-0.267080	-6.085706	8.781142	61.354271	0.183536	-0.076264	0.103205
01099						0.020898	-0.824047	1.092954	-0.429928	0.253705	-0.247975	-6.632481	9.033682	61.024475	0.186702	-0.090248	0.126445
01100						-0.225040	-0.866222	0.723312	-0.393081	0.223631	-0.232544	-7.167297	9.272691	60.716583	0.185752	-0.106444	0.143415
01101						-0.776388	-0.322565	0.372888	-0.098792	0.148649	-0.203796	-7.512719	9.452310	60.438541	0.174500	-0.117541	0.152592
01102						-0.646946	-0.350676	0.445626	0.381634	0.056986	-0.149450	-7.353529	9.537542	60.222542	0.159395	-0.123163	0.159517
01104						-0.123224	-0.374271	0.814564	0.627901	-0.024648	-0.089189	-6.759005	9.531455	60.091042	0.152209	-0.133597	0.175684
01105						-0.026191	-0.266676	0.854070	0.642858	-0.073889	-0.050340	-6.036649	9.461500	60.025383	0.152347	-0.139665	0.192098
01106						-0.027925	0.068232	0.918867	0.661256	-0.125220	-0.023913	-5.298535	9.338219	60.002415	0.151613	-0.140339	0.207528
01107						0.392774	0.177297	1.042224	0.599850	-0.156623	-0.018653	-4.564295	9.170570	60.002323	0.154682	-0.137412	0.224703
01108						0.372467	-0.022929	1.076844	0.392266	-0.177142	-0.036024	-4.005797	8.974278	59.989738	0.162527	-0.134868	0.244955
01109						-0.007016	-0.417881	1.004070	0.189950	-0.186270	-0.040088	-3.714583	8.764615	59.957096	0.167704	-0.138635	0.265019
01110						-0.633360	-0.416294	0.783899	0.253545	-0.202642	-0.012987	-3.493390	8.541080	59.940708	0.159463	-0.146720	0.281803
01111						-0.468787	-0.281763	0.845886	0.437697	-0.210725	0.022298	-3.075166	8.304492	59.969955	0.146636	-0.153171	0.297507
01112						-0.111002	0.112652	1.059530	0.438770	-0.194052	0.024597	-2.559188	8.074392	60.015808	0.141187	-0.153623	0.316436
01113						-0.092295	0.432112	1.157865	0.333054	-0.155805	-0.012746	-2.127236	7.876472	60.033390	0.139466	-0.147156	0.337400
01114						-0.143733	0.210199	1.113297	0.190193	-0.112645	-0.055278	-1.848094	7.725674	59.997959	0.137573	-0.139536	0.359415
01115						-0.249328	-0.195485	1.190578	0.112165	-0.077190	-0.053786	-1.707103	7.616870	59.938572	0.133382	-0.140165	0.380255
01117						-0.113052	-0.563283	0.970744	0.014672	-0.046991	-0.017243	-1.636325	7.547159	59.909542	0.130103	-0.148126	0.400259
01118						-0.344456	-0.368245	0.712589	-0.143248	-0.037891	0.001283	-1.726940	7.502295	59.910828	0.122495	-0.159794	0.424311
01119						-0.589328	-0.035490	0.503088	-0.215925	-0.075252	0.006539	-1.954884	7.438772	59.918518	0.111663	-0.163463	0.434322
01120						-0.774184	0.152084	0.083836	-0.178964	-0.154215	0.010987	-2.200725	7.305065	59.929138	0.098420	-0.161507	0.438076
01121						-1.093127	0.408365	-0.006503	0.161546	-0.259046	0.041676	-2.205994	7.061379	59.967239	0.076609	-0.153485	0.438011
01122						-1.133873	0.622483	0.270160	0.624830	-0.326824	0.115745	-1.719762	6.717801	60.074505	0.053081	-0.143796	0.439137
01123						-0.535952	0.706056	0.464367	0.924214	-0.363433	0.177465	-0.764874	6.319594	60.258251	0.037179	-0.129845	0.445198
01124						-0.032388	0.282106	0.349101	0.884385	-0.370398	0.233999	0.318227	5.901729	60.499084	0.033112	-0.119532	0.451212
01125						0.049898	0.231858	0.452817	0.699894	-0.333786	0.293987	1.247130	5.494051	60.801594	0.032434	-0.114167	0.459124
01126						0.379570	0.087159	0.365190	0.306348	-0.275381	0.310975	1.838580	5.137880	61.145622	0.037188	-0.110580	0.464441
01127						-0.192795	0.372300	-0.017340	-0.016312	-0.225635	0.292471	1.999798	4.844080	61.485405	0.036961	-0.104237	0.464855
01128						-0.330804	0.375552	-0.127209	-0.206058	-0.206439	0.259146	1.869776	4.590343	61.791637	0.031843	-0.096317	0.460950
01129						-0.798265	0.363430	-0.261786	-0.173083	-0.203206	0.238800	1.649144	4.346834	62.069878	0.018629	-0.088396	0.455268
01131						-1.166390	-0.016255	-0.277959	0.066341	-0.199625	0.263037	1.601873	4.105381	62.347244	-0.009685	-0.084904	0.445178
01132						-0.685954	-0.721785	-0.497433	0.218401	-0.177950	0.314163	1.828452	3.881115	62.674812	-0.026974	-0.091034	0.435615
01133						-0.291636	-0.781638	-0.731266	0.093497	-0.141560	0.375758	2.028691	3.687343	63.068527	-0.034749	-0.106328	0.420428
01134						-0.199482	-0.196148	-0.625160	-0.114377	-0.098351	0.414027	2.021143	3.534970	63.524231	-0.037038	-0.116030	0.403990
01135						0.397627	0.449225	-0.260827	-0.319000	-0.042690	0.390503	1.798794	3.442371	63.987495	-0.035150	-0.110857	0.393536
01136						1.069008	0.654057	-0.241385	-0.808390	0.028203	0.287429	1.165700	3.429817	64.375542	-0.018959	-0.097263	0.390089
01137						0.306690	0.795058	-0.749851	-1.261706	0.039990	0.178345	-0.091742	3.473087	64.631653	-0.003602	-0.081685	0.378939
01138						-0.700768	0.624948	-1.169235	-1.089485	-0.000188	0.129318	-1.465714	3.500669	64.799240	-0.010881	-0.065091	0.361226
01139						-0.747611	0.332250	-1.306363	-0.630356	-0.077511	0.143901	-2.422487	3.458370	64.954071	-0.026699	-0.056283	0.335970
01140						-0.785073	0.331165	-0.962829	-0.160809	-0.173351	0.175306	-2.846708	3.314003	65.140465	-0.040865	-0.049514	0.311302
01141						-0.103339	0.130697	-0.627324	0.151949	-0.224823	0.205027	-2.788053	3.089954	65.372345	-0.048433	-0.044766	0.296007
01142						0.180143	0.113335	-0.364296	0.150514	-0.238532	0.212900	-2.589360	2.831169	65.625473	-0.045776	-0.041956	0.286244
01144						0.370554	0.215220	0.023316	0.015717	-0.220369	0.202648	-2.490308	2.578787	65.874596	-0.039363	-0.038841	0.281916
01145						0.556465	0.449235	0.223265	-0.207965	-0.180179	0.170584	-2.604799	2.361458	66.095482	-0.029216	-0.029425	0.284605
01146						0.255579	0.448440	0.162166	-0.400697	-0.147361	0.146455	-2.984817	2.183844	66.281448	-0.021881	-0.019599	0.288040
01147						-0.397371	0.007311	-0.295176	-0.416896	-0.128984	0.156386	-3.476881	2.040527	66.461258	-0.023533	-0.015058	0.285139
01148						-0.165431	-0.214886	-0.821999	-0.176688	-0.117537	0.186020	-3.818834	1.915610	66.664391	-0.038926	-0.014965	0.276133
01149						-0.715487	-0.017789	-0.555757	0.124534	-0.134616	0.203468	-3.830756	1.785981	66.898987	-0.055548	-0.012273	0.263943
01150						-0.254613	0.349985	-0.120180	0.248080	-0.126797	0.185603	-3.580853	1.652754	67.132484	-0.067015	-0.004487	0.259569
01151						0.390487	-0.135463	-0.346188	0.003631	-0.135697	0.169355	-3.428646	1.515576	67.341171	-0.064237	-0.002179	0.254292
01152						-0.940280	-0.193665	-0.470812	-0.068106	-0.136542	0.208043	-3.528990	1.371461	67.567589	-0.070144	-0.005625	0.243301
01153						-0.872707	-0.368926	-0.576686	0.251324	-0.100338	0.265709	-3.395575	1.254434	67.854874	-0.094178	-0.009552	0.232509
01154						-0.116179	-0.121266	-0.527995	0.275951	-0.070094	0.294468	-3.065748	1.179483	68.187759	-0.104264	-0.012502	0.220051
01155						-0.529149	0.238447	-0.759188	0.121573	-0.075185	0.270365	-2.884929	1.116328	68.514603	-0.105973	-0.010201	0.205563
01156						-0.373162	0.139363	-1.016138	0.278115	-0.102618	0.270477	-2.644431	1.028566	68.827950	-0.118058	-0.004447	0.185093
01158						0.403708	-0.041993	-0.895761	0.191916	-0.144446	0.281148	-2.356832	0.898115	69.150955	-0.112750	-0.004830	0.159317
01159						0.287190	0.350830	-0.942698	0.042578	-0.184742	0.266668	-2.247417	0.720751	69.474869	-0.104431	-0.000434	0.141425
01160						0.342872	0.010631	-0.873752	0.044819	-0.227809	0.256458	-2.202568	0.489406	69.784164	-0.100214	0.004530	0.122952
01161						1.086663	-0.464074	-0.937433	-0.160871	-0.246791	0.254497	-2.260634	0.226689	70.090042	-0.084599	-0.000619	0.105837
01162						0.086728	-0.019774	-1.035851	-0.322491	-0.275715	0.255264	-2.605594	-0.063716	70.396011	-0.070667	-0.005483	0.085826
01163						-0.216483	0.039489	-1.003009	-0.050716	-0.286044	0.246720	-2.818933	-0.373460	70.699936	-0.076252	-0.003702	0.066148
01164						0.679341	-0.461484	-0.752833	-0.075120	-0.267994	0.220262	-2.862632	-0.679132	70.983734	-0.068881	-0.008575	0.049915
01165						0.436020	-0.322800	-0.716844	-0.257814	-0.233971	0.190654	-3.091930	-0.953684	71.234024	-0.056010	-0.017442	0.035728
01166						0.318196	-0.298128	-0.862239	-0.273754	-0.207251	0.159547	-3.417925	-1.192085	71.446556	-0.049509	-0.022707	0.019382
01167						0.330104	-0.504683	-0.743580	-0.258186	-0.191210	0.136809	-3.733368	-1.409008	71.629562	-0.043122	-0.030435	0.003608
