PacketCounter	SampleTimeFine	Year	Month	Day	Second	FreeAcc_E	FreeAcc_N	FreeAcc_U	Gyr_X	Gyr_Y	Gyr_Z	Roll	Pitch	Yaw	Vel_E	Vel_N	Vel_U
02066						-0.068856	0.848226	0.670124	-0.048077	0.169308	-0.002445	1.171649	4.166017	56.493011	-0.144456	-0.049392	-0.056441
02067						0.142573	1.019221	0.672885	-0.062333	0.148561	0.031619	1.104132	4.346246	56.513878	-0.142839	-0.029121	-0.042335
02068						0.038394	1.159124	0.683555	-0.083750	0.111392	0.060324	1.014322	4.493181	56.571159	-0.139701	-0.006677	-0.028349
02069						-0.159421	1.001263	0.633509	-0.069565	0.049088	0.085950	0.924032	4.580390	56.656361	-0.140334	0.015473	-0.014610
02070						-0.370993	0.705663	0.464075	-0.027739	-0.035602	0.120394	0.863401	4.580703	56.775833	-0.144221	0.031966	-0.004377
02071						-0.519574	0.561553	0.666940	0.130178	-0.102782	0.187589	0.932809	4.491317	56.955448	-0.153785	0.045097	0.008202
02072						-0.465775	0.556450	0.962892	0.265896	-0.132672	0.255449	1.191885	4.344071	57.210735	-0.162660	0.056125	0.024953
02073						-0.285801	0.570034	1.204005	0.307504	-0.130972	0.297555	1.549356	4.180366	57.527180	-0.168875	0.067871	0.047036
02074						-0.108279	0.436101	1.308911	0.202300	-0.093038	0.329387	1.865384	4.039877	57.886326	-0.170848	0.077041	0.073026
02076						-0.034087	0.413071	1.516957	-0.002484	-0.030166	0.346465	1.987564	3.958534	58.270885	-0.170741	0.088399	0.113606
02077						-0.021643	0.347717	1.269859	-0.195739	0.022971	0.352158	1.882227	3.946998	58.669044	-0.170799	0.096641	0.141272
02078						0.030769	0.128057	0.650897	-0.397186	0.009430	0.368685	1.547916	3.958642	59.080803	-0.170101	0.101022	0.159502
02079						-0.446384	0.249238	0.412755	-0.423943	-0.060676	0.405885	1.069249	3.917818	59.523243	-0.173642	0.103504	0.167622
02080						-0.841859	0.307994	0.228819	-0.200869	-0.142536	0.444560	0.734938	3.787972	60.010277	-0.186561	0.109022	0.172671
02081						-0.953918	0.453546	0.390919	0.160045	-0.216457	0.474191	0.760048	3.569492	60.537827	-0.204866	0.117099	0.178459
02082						-0.435833	0.278702	0.675185	0.397671	-0.256260	0.489651	1.143313	3.283961	61.087704	-0.217484	0.124188	0.188296
02083						0.170672	-0.025660	0.690030	0.321604	-0.247079	0.483993	1.603237	2.979749	61.640362	-0.217133	0.124994	0.201201
02084						0.024320	-0.087396	0.287576	0.067007	-0.221218	0.439078	1.828421	2.697282	62.161587	-0.213824	0.123045	0.210378
02085						-0.634649	-0.257443	0.028182	-0.056054	-0.199300	0.387083	1.815031	2.443434	62.621128	-0.220784	0.120191	0.212905
02086						0.161928	-1.076503	-0.416083	-0.316340	-0.177360	0.345862	1.634155	2.217138	63.030067	-0.224732	0.104741	0.206901
02087						0.408898	-1.243546	-0.620872	-0.881824	-0.142592	0.310452	0.921593	2.028524	63.398396	-0.216501	0.079899	0.197010
02089						-0.121616	-0.618054	-1.119460	-1.257426	-0.150572	0.267527	-0.371572	1.863418	63.722324	-0.212277	0.060934	0.177511
02090						-1.139804	0.099477	-1.391501	-1.028098	-0.190123	0.242879	-1.723552	1.674815	64.003822	-0.227200	0.054524	0.142986
02091						-1.349069	0.060388	-1.422400	-0.397213	-0.219344	0.229329	-2.501370	1.449937	64.270187	-0.253516	0.057562	0.114423
02092						-0.260877	-0.375260	-1.338344	-0.056662	-0.219883	0.208129	-2.690270	1.209022	64.520027	-0.267084	0.053900	0.087077
02093						0.214229	-0.523340	-1.162195	-0.114732	-0.202274	0.185315	-2.774055	0.978846	64.743103	-0.264652	0.045146	0.064014
02094						0.119781	-0.464571	-1.083288	-0.221477	-0.196613	0.166209	-2.985830	0.760705	64.943123	-0.259958	0.036373	0.042441
02095						-0.031038	-0.261882	-0.867345	-0.205569	-0.191148	0.162420	-3.249846	0.550568	65.129868	-0.258588	0.030016	0.022851
02096						0.423165	-0.241664	-0.756710	-0.202469	-0.177394	0.166985	-3.476039	0.351722	65.320129	-0.252144	0.025038	0.006475
02097						0.484975	-0.094065	-0.694933	-0.259174	-0.167330	0.169145	-3.757982	0.163332	65.514824	-0.240535	0.022095	-0.007483
02098						0.099575	0.149744	-0.640532	-0.212021	-0.169857	0.164270	-4.045125	-0.019087	65.709229	-0.233449	0.023737	-0.020545
02099						-0.067905	0.014852	-0.681553	-0.024872	-0.164862	0.166613	-4.182641	-0.197409	65.898628	-0.233855	0.026973	-0.034299
02100						0.239526	-0.239468	-0.653699	0.062602	-0.148201	0.175302	-4.147991	-0.363396	66.094482	-0.230209	0.024798	-0.047994
02101						0.130941	-0.228703	-0.693502	0.069641	-0.124100	0.181504	-4.084649	-0.505314	66.298325	-0.224385	0.020696	-0.061879
02103						0.252486	-0.418673	-0.741058	0.079808	-0.089867	0.198635	-4.006304	-0.611324	66.514832	-0.216821	0.012404	-0.081874
02104						0.510214	-0.575344	-0.730484	0.041265	-0.049189	0.223011	-3.939744	-0.672318	66.755524	-0.208261	0.003352	-0.095597
02105						0.474491	-0.369483	-0.776320	-0.027378	-0.022122	0.248104	-3.952318	-0.693985	67.022163	-0.197299	-0.005738	-0.109924
02106						0.205760	0.019072	-0.788846	-0.015785	-0.007182	0.238849	-3.999343	-0.687865	67.294632	-0.189810	-0.007261	-0.125237
02107						0.273946	0.090943	-0.773587	0.036237	0.005089	0.214949	-3.997188	-0.669409	67.545868	-0.183710	-0.005142	-0.140250
02108						0.228068	0.017850	-0.790296	0.118010	0.014154	0.201152	-3.922290	-0.640044	67.742729	-0.177190	-0.003260	-0.154715
02109						0.390379	-0.054779	-0.671798	0.216980	0.031125	0.194113	-3.724603	-0.599760	67.955727	-0.170982	-0.002274	-0.168157
02110						0.603299	-0.039915	-0.602004	0.192679	0.047872	0.174662	-3.492094	-0.543595	68.152733	-0.159038	-0.002430	-0.179887
02111						0.384403	-0.005139	-0.569999	0.189326	0.080923	0.150435	-3.289779	-0.459469	68.323090	-0.149144	-0.001888	-0.190632
02112						0.418515	-0.327409	-0.575487	0.172458	0.125208	0.118883	-3.085018	-0.330957	68.459579	-0.140833	-0.004463	-0.201248
02113						0.426836	-0.494018	-0.635441	0.111227	0.168049	0.086510	-2.932044	-0.154645	68.557388	-0.131414	-0.012091	-0.212619
02114						0.276526	-0.515041	-0.549741	0.075869	0.216687	0.057246	-2.844525	0.072230	68.616234	-0.123815	-0.021620	-0.223868
02116						0.243333	-0.559654	-0.500947	0.115781	0.267354	0.032057	-2.741766	0.354433	68.644081	-0.118668	-0.030843	-0.233592
02117						0.443720	-0.585526	-0.461298	0.115740	0.315536	0.005057	-2.609629	0.693111	68.647461	-0.108477	-0.045503	-0.245770
02118						0.528939	-0.391075	-0.438657	0.047927	0.355148	-0.034246	-2.525240	1.079701	68.613739	-0.097874	-0.054654	-0.253818
02119						0.191493	-0.143435	-0.404042	0.052235	0.383214	-0.084678	-2.492861	1.502580	68.524048	-0.090734	-0.058722	-0.261460
02120						0.493912	-0.267916	-0.463751	0.065643	0.404479	-0.138057	-2.424023	1.950037	68.370056	-0.083210	-0.061683	-0.269035
02121						0.503455	-0.257364	-0.497821	0.010792	0.401207	-0.187168	-2.401518	2.404090	68.157204	-0.072161	-0.065591	-0.277379
02122						0.378326	-0.224135	-0.521370	-0.001065	0.382807	-0.217984	-2.425904	2.843348	67.900696	-0.062227	-0.069712	-0.286686
02123						0.398168	-0.106117	-0.224328	0.048412	0.367070	-0.240497	-2.413467	3.258685	67.616653	-0.053806	-0.071726	-0.293046
02124						0.574018	-0.045799	-0.157732	0.060258	0.348438	-0.260633	-2.366493	3.651435	67.310707	-0.043586	-0.072033	-0.295213
02125						0.539287	-0.051935	-0.246842	0.024416	0.306874	-0.285701	-2.352757	4.011291	66.977722	-0.032333	-0.072062	-0.298164
02126						0.437844	-0.040156	-0.061846	0.021464	0.255906	-0.295597	-2.364558	4.317908	66.625397	-0.021242	-0.072291	-0.301503
02127						0.492180	-0.020533	-0.112022	0.072259	0.200627	-0.297158	-2.340413	4.562643	66.268623	-0.012059	-0.072399	-0.302849
02128						0.507925	0.065100	-0.027726	0.086635	0.150125	-0.314922	-2.282279	4.745196	65.903885	-0.001097	-0.070517	-0.303418
02130						0.413824	0.128101	0.039389	0.086368	0.089254	-0.328905	-2.224528	4.860644	65.528862	0.013770	-0.067079	-0.303443
02131						0.160553	0.156692	0.203300	0.147650	0.029001	-0.355852	-2.131898	4.910203	65.132538	0.019335	-0.064157	-0.299815
02132						-0.041705	0.138451	0.449887	0.244924	-0.033698	-0.380711	-1.953963	4.885834	64.708679	0.021903	-0.060943	-0.293403
02133						-0.388662	-0.122086	0.721568	0.537143	-0.082223	-0.361895	-1.544420	4.800466	64.281998	0.016297	-0.060376	-0.281271
02134						-0.112568	-0.607002	1.114974	0.806377	-0.091220	-0.301815	-0.776403	4.688605	63.905464	0.011652	-0.068481	-0.262590
02135						0.418778	-0.811103	1.283597	0.788995	-0.063609	-0.252839	0.132710	4.597260	63.595345	0.016573	-0.083745	-0.237864
02136						0.726937	-0.524390	1.156827	0.516654	-0.013964	-0.252166	0.849251	4.559536	63.312904	0.029081	-0.096652	-0.212930
02137						0.406035	-0.167369	0.894905	0.240273	0.018018	-0.283422	1.215133	4.572060	63.005989	0.040760	-0.103005	-0.193024
02138						0.214133	-0.214932	0.701111	0.163508	0.029223	-0.311299	1.399391	4.608487	62.660511	0.045669	-0.105545	-0.177669
02139						0.240009	-0.379541	0.698892	0.113445	0.041131	-0.321849	1.516539	4.657109	62.295582	0.050804	-0.112115	-0.163834
02140						0.034345	-0.396764	0.916952	0.154714	0.069540	-0.320614	1.630479	4.732229	61.929123	0.052239	-0.118932	-0.146155
02141						0.325258	-0.606003	1.039986	0.165711	0.107794	-0.309441	1.788689	4.846420	61.571350	0.056598	-0.129580	-0.126964
02143						0.739871	-0.475050	1.135113	0.062897	0.145594	-0.313429	1.883231	5.007201	61.222298	0.067845	-0.140314	-0.104530
02144						1.105066	-0.210189	1.055923	-0.108059	0.169528	-0.330967	1.812099	5.203840	60.860298	0.091680	-0.149500	-0.073272
02145						1.067963	0.073793	0.945123	-0.260508	0.151349	-0.352200	1.531943	5.400492	60.470963	0.114843	-0.150457	-0.054398
02146						1.032276	0.237648	0.854621	-0.243776	0.109049	-0.368818	1.192712	5.555367	60.060081	0.134718	-0.145544	-0.037060
02147						0.974288	0.300304	0.653555	-0.207867	0.049762	-0.390316	0.880638	5.650339	59.624416	0.155281	-0.139723	-0.022742
02148						0.642423	0.265292	0.466150	-0.032739	-0.005285	-0.397142	0.692003	5.678585	59.174026	0.169546	-0.132361	-0.011258
02149						0.477517	0.005100	0.545071	0.126836	-0.047559	-0.404032	0.701407	5.645900	58.711926	0.181343	-0.129507	-0.002544
02150						0.587511	-0.515621	0.537393	0.198600	-0.056350	-0.409905	0.854430	5.588778	58.241829	0.192260	-0.134586	0.007771
02151						0.614342	-0.858459	0.554465	0.127954	-0.034349	-0.411546	0.993454	5.541537	57.767323	0.203909	-0.148627	0.018840
02152						0.468351	-1.182599	0.521628	-0.012344	-0.000112	-0.389021	0.998099	5.529449	57.305641	0.214750	-0.170426	0.029079
02153						0.188954	-0.836123	0.456688	-0.088958	0.031734	-0.365136	0.870380	5.557703	56.874523	0.222226	-0.190260	0.037488
02154						0.029127	-0.568319	0.221625	-0.016978	0.058565	-0.334974	0.762991	5.621483	56.477100	0.223730	-0.202944	0.044473
02155						-0.257535	-0.438550	0.092896	0.135233	0.074310	-0.299854	0.791594	5.707276	56.113148	0.221282	-0.212448	0.047005
02157						-0.077780	-0.516385	0.026125	0.239209	0.084733	-0.269138	0.993581	5.804835	55.786430	0.215990	-0.225162	0.048332
02158						0.131381	-0.208452	0.160899	0.178590	0.086043	-0.269779	1.204632	5.906541	55.471642	0.215893	-0.232993	0.050633
02159						0.211388	0.058442	0.096304	0.021688	0.076192	-0.295093	1.266183	6.007755	55.140678	0.219449	-0.233190	0.052759
02160						0.002163	0.426938	0.107104	-0.021960	0.051627	-0.301255	1.203900	6.089823	54.790596	0.220845	-0.227261	0.053844
02161						0.174349	0.510083	0.169085	0.055941	0.020093	-0.284376	1.191294	6.136243	54.445751	0.220876	-0.217583	0.056409
02162						0.140575	0.516431	-0.014638	0.082005	-0.045609	-0.264993	1.235866	6.125663	54.122650	0.224669	-0.207373	0.057257
02163						-0.095039	0.656010	-0.077993	0.158773	-0.125186	-0.288782	1.337335	6.030170	53.795006	0.223045	-0.194191	0.056557
02164						-0.144639	0.459866	-0.128260	0.174699	-0.194010	-0.328728	1.490829	5.850144	53.426926	0.220567	-0.183094	0.054464
02165						-0.430631	0.390785	-0.111156	0.215002	-0.245363	-0.369967	1.656688	5.603234	53.003841	0.213118	-0.174535	0.051956
02166						-0.457400	0.144710	-0.279113	0.240345	-0.271060	-0.389772	1.877796	5.317807	52.548748	0.203403	-0.169359	0.047550
02167						-0.739948	0.170264	-0.080173	0.278326	-0.260715	-0.383052	2.120064	5.025575	52.088566	0.189593	-0.166290	0.043989
02168						-0.468743	0.007991	-0.024065	0.232349	-0.199766	-0.380375	2.388429	4.781173	51.635223	0.176299	-0.165094	0.043456
02170						-0.351979	0.127601	-0.157380	-0.018358	-0.125569	-0.395858	2.459910	4.618399	51.174114	0.168664	-0.163705	0.042180
02171						-0.746905	0.275698	-0.205315	-0.172105	-0.071278	-0.399544	2.278002	4.527023	50.700466	0.153689	-0.158738	0.036961
02172						-0.820498	-0.004993	-0.192672	-0.195141	-0.022401	-0.360636	2.028466	4.494794	50.254169	0.136337	-0.156424	0.033114
02173						-0.930976	0.129114	0.039227	-0.225303	0.014821	-0.301381	1.742099	4.505129	49.871346	0.118693	-0.156821	0.030607
02174						-0.845312	0.299177	0.234114	-0.215693	0.053073	-0.246599	1.465969	4.558621	49.557560	0.100787	-0.152269	0.032787
02175						-0.784273	0.611920	0.306116	-0.250950	0.065569	-0.221577	1.166571	4.637709	49.287140	0.085718	-0.143807	0.038024
02176						-1.056610	0.988021	0.484067	-0.118871	0.056659	-0.201083	0.917912	4.714111	49.039303	0.066105	-0.126663	0.045704
02177						-0.569778	0.576072	0.721091	-0.006396	0.052809	-0.167886	0.852720	4.780183	48.824188	0.049275	-0.111773	0.057894
02178						-0.434913	0.379447	0.716643	-0.085640	0.047527	-0.130770	0.779904	4.843545	48.649090	0.040306	-0.103988	0.072122
02179						-0.670809	0.654278	0.542675	-0.094418	0.036312	-0.092413	0.648493	4.895196	48.519207	0.029012	-0.093304	0.084779
02180						-0.933876	0.844999	0.524953	0.060571	0.005614	-0.056022	0.611632	4.917369	48.429131	0.011796	-0.078578	0.093965
02181						-0.687565	0.776574	0.792292	0.243872	-0.009288	-0.021823	0.802155	4.912777	48.380711	-0.005437	-0.062566	0.106907
02182						-0.294091	0.555999	0.709337	0.220779	-0.017491	-0.003316	1.081333	4.899290	48.360233	-0.014292	-0.050431	0.122220
02184						-0.282615	0.370723	0.645239	0.092483	-0.041516	0.004227	1.246590	4.866174	48.354279	-0.022532	-0.037584	0.141549
02185						-0.455222	0.335841	0.594844	-0.039428	-0.089341	0.026356	1.251744	4.786182	48.369015	-0.029400	-0.031666	0.151691
02186						-0.498516	0.477720	0.757127	-0.068048	-0.127444	0.053601	1.173917	4.656384	48.414268	-0.038514	-0.024457	0.164091
02187						-0.300870	0.594344	0.928720	-0.061974	-0.136708	0.076367	1.105823	4.502779	48.493160	-0.046314	-0.013012	0.180606
02188						-0.220679	0.708305	1.084594	-0.147288	-0.138289	0.083312	0.983717	4.343542	48.581982	-0.050547	-0.000260	0.200801
02189						-0.127476	0.433623	0.660497	-0.296466	-0.156951	0.073199	0.723141	4.175023	48.664825	-0.053856	0.010561	0.217853
02190						-0.378992	0.477837	0.589753	-0.390266	-0.209308	0.083236	0.307699	3.961669	48.751240	-0.059563	0.019096	0.228793
02191						-0.366278	0.401986	0.562072	-0.382398	-0.259411	0.099014	-0.132360	3.688875	48.855457	-0.068031	0.027631	0.239623
02192						-0.466556	0.411151	0.281375	-0.393641	-0.329909	0.113332	-0.582675	3.349360	48.979996	-0.075031	0.035121	0.246809
02193						-0.890412	0.491235	-0.001019	-0.272526	-0.411414	0.137514	-0.969529	2.921871	49.130283	-0.088670	0.044038	0.248592
02194						-0.990508	0.373511	-0.060312	-0.053643	-0.487520	0.172193	-1.137256	2.400196	49.321293	-0.108548	0.052361	0.246001
02195						-0.741093	0.272898	0.168332	0.056820	-0.524929	0.206329	-1.113431	1.812226	49.553226	-0.124756	0.057742	0.246541
02197						-0.853132	0.371296	0.269181	0.129633	-0.525241	0.233294	-1.007384	1.209603	49.816853	-0.139480	0.063472	0.250253
02198						-0.637467	-0.087115	0.190769	0.188688	-0.497575	0.261043	-0.799483	0.628711	50.108967	-0.160688	0.067865	0.256385
02199						-0.410885	-0.267085	0.239673	0.027078	-0.439259	0.284535	-0.680272	0.099280	50.426208	-0.169363	0.062642	0.259631
02200						-0.515745	-0.250495	0.172688	-0.172497	-0.360276	0.304481	-0.791031	-0.349188	50.768490	-0.177205	0.056237	0.262651
02201						-0.642504	-0.196103	0.095460	-0.274764	-0.276977	0.320020	-1.070480	-0.702161	51.133469	-0.188458	0.052273	0.264821
02202						-0.676022	-0.189729	-0.169907	-0.352684	-0.199926	0.319311	-1.452160	-0.958716	51.504456	-0.200527	0.048659	0.263703
02203						-0.659942	-0.354527	-0.688571	-0.421727	-0.172393	0.327964	-1.918058	-1.155043	51.878777	-0.212557	0.042717	0.254026
02204						-0.796376	-0.212496	-0.821141	-0.370039	-0.176960	0.352424	-2.396732	-1.338545	52.273754	-0.225522	0.035481	0.237448
02205						-1.124184	0.137852	-0.592676	-0.023352	-0.170827	0.389285	-2.639085	-1.518930	52.708481	-0.246194	0.035877	0.222008
02206						-0.456740	-0.049901	-0.412728	0.256036	-0.132929	0.416341	-2.473632	-1.669561	53.180065	-0.260275	0.037681	0.210903
02207						0.385792	-0.366259	-0.210860	0.098289	-0.080350	0.404355	-2.262221	-1.768203	53.655914	-0.257132	0.031999	0.203840
02208						0.397529	-0.228266	-0.470706	-0.229484	-0.044239	0.368986	-2.392930	-1.816807	54.099064	-0.246668	0.025613	0.196364
02209						0.156591	0.034949	-0.375252	-0.327498	-0.033884	0.351164	-2.762187	-1.843957	54.511246	-0.241476	0.025181	0.187341
02211						0.460068	-0.348456	-0.024364	-0.393352	-0.022802	0.340757	-3.184836	-1.858063	54.899628	-0.231986	0.020627	0.181543
02212						0.392661	-0.190452	0.204678	-0.558087	0.000188	0.329875	-3.768368	-1.847902	55.274326	-0.220644	0.015019	0.182893
02213						0.388443	-0.164910	-0.195213	-0.591564	0.001562	0.317419	-4.451103	-1.815840	55.634647	-0.212712	0.013381	0.183229
02214						0.324492	-0.020295	-0.545549	-0.596467	-0.039157	0.295992	-5.162571	-1.807244	55.974400	-0.204991	0.011905	0.176076
02215						-0.028753	0.258685	-0.715834	-0.483084	-0.104246	0.262523	-5.805558	-1.860655	56.289989	-0.201110	0.015659	0.163008
02216						-0.363792	0.224683	-0.778157	-0.207569	-0.167057	0.227840	-6.211812	-1.992941	56.572170	-0.205534	0.021711	0.146380
02217						0.005701	-0.072368	-0.553195	-0.010590	-0.209273	0.202021	-6.323879	-2.186283	56.827812	-0.207502	0.023608	0.132226
02218						0.048788	-0.116547	-0.329252	0.034242	-0.209978	0.185719	-6.325213	-2.405598	57.063858	-0.204545	0.021705	0.122600
02219						0.068256	-0.286276	-0.399371	0.023384	-0.188348	0.177774	-6.306607	-2.610623	57.286575	-0.201708	0.017969	0.115080
02220						0.220721	-0.444218	-0.432552	-0.072393	-0.162470	0.174989	-6.351589	-2.788142	57.499416	-0.196884	0.010145	0.106640
02221						0.079196	-0.224488	-0.406381	-0.156048	-0.144890	0.162758	-6.516044	-2.940953	57.703011	-0.192856	0.004136	0.098371
02222						-0.075127	-0.081296	-0.506431	-0.116399	-0.141162	0.143424	-6.696949	-3.085247	57.887875	-0.193020	0.003181	0.089611
02224						-0.000195	-0.309474	-0.583314	-0.092119	-0.153053	0.136729	-6.822878	-3.237391	58.055504	-0.192541	-0.001007	0.078404
02225						0.022950	-0.197668	-0.650465	-0.061317	-0.172465	0.145073	-6.928903	-3.403150	58.230484	-0.191343	-0.006743	0.061854
02226						-0.067991	-0.171398	-0.522294	0.025610	-0.183281	0.163548	-6.962989	-3.585120	58.425541	-0.191912	-0.009287	0.050506
02227						-0.095420	-0.143698	-0.746164	0.045647	-0.190474	0.167643	-6.937176	-3.775004	58.632946	-0.192456	-0.011217	0.038714
02228						-0.295708	-0.016086	-0.964290	0.151076	-0.203006	0.178672	-6.850747	-3.975680	58.847866	-0.196715	-0.010940	0.021841
02229						-0.066976	-0.208462	-1.121838	0.211933	-0.207981	0.195310	-6.647937	-4.185457	59.082394	-0.199324	-0.012289	0.000362
02230						-0.080100	-0.101194	-1.477960	0.194512	-0.203003	0.209397	-6.442927	-4.391195	59.334972	-0.200355	-0.014944	-0.025286
02231						-0.572238	0.183066	-2.024508	0.326445	-0.224271	0.234681	-6.192455	-4.606502	59.610489	-0.205556	-0.013034	-0.062263
02232						-0.324650	-0.000881	-1.985395	0.534872	-0.213459	0.264989	-5.696430	-4.830381	59.916351	-0.214714	-0.009729	-0.103336
02233						-0.061432	-0.155301	-1.732276	0.486425	-0.139734	0.284028	-5.131401	-5.002518	60.243214	-0.216029	-0.011371	-0.139981
02234						-0.194426	0.107534	-1.632329	0.422592	-0.011382	0.282587	-4.656519	-5.054850	60.569061	-0.218539	-0.010455	-0.173607
02235						0.256900	0.132214	-1.567280	0.302244	0.127383	0.254834	-4.269477	-4.954415	60.862286	-0.217130	-0.006209	-0.205121
02236						0.681094	0.103794	-1.679133	0.007709	0.240482	0.207782	-4.130905	-4.712893	61.098278	-0.205943	-0.002985	-0.236939
02238						0.565858	0.352142	-1.952474	-0.275816	0.303342	0.168194	-4.343961	-4.377173	61.278206	-0.186786	0.003990	-0.285390
02239						0.225057	0.636951	-1.911726	-0.276769	0.314462	0.135291	-4.701763	-4.007564	61.413578	-0.180293	0.016413	-0.321778
02240						0.359048	0.567820	-1.826010	-0.177856	0.308888	0.112151	-4.965964	-3.637178	61.516064	-0.174173	0.029339	-0.356618
02241						-0.288880	0.624670	-1.701536	0.055086	0.285285	0.089340	-5.065541	-3.292065	61.590195	-0.173379	0.042594	-0.390018
02242						-0.250381	0.296438	-1.540113	0.410920	0.266924	0.077757	-4.777241	-2.972617	61.648933	-0.178493	0.053186	-0.421577
02243						0.420514	-0.298055	-1.327746	0.478961	0.280309	0.068060	-4.237875	-2.654757	61.698166	-0.175466	0.052724	-0.448176
02244						0.666972	-0.566648	-1.028761	0.279247	0.302149	0.047818	-3.807396	-2.318738	61.730991	-0.162867	0.044515	-0.469547
02245						0.437652	-0.601266	-0.946262	0.087490	0.331204	0.036535	-3.627360	-1.952305	61.747425	-0.151635	0.033828	-0.487663
02246						-0.172743	-0.275915	-0.699190	0.037209	0.362604	0.030351	-3.600142	-1.553863	61.751495	-0.145303	0.024279	-0.504692
02247						-0.315509	-0.316810	-0.366734	0.268366	0.421641	0.022966	-3.422799	-1.102691	61.748169	-0.149698	0.019966	-0.514795
02248						0.551306	-0.758791	-0.326029	0.263528	0.491303	0.008847	-3.082281	-0.575087	61.731354	-0.145181	0.009865	-0.520150
02249						0.645806	-0.556935	-0.494861	-0.021265	0.529655	-0.009917	-2.972448	0.016200	61.692093	-0.129870	-0.003999	-0.526251
02250						-0.083376	-0.114039	-0.712351	-0.020595	0.526229	-0.019205	-3.049004	0.620993	61.634167	-0.124849	-0.008645	-0.537349
02252						0.128269	-0.309381	-0.546573	0.144061	0.498780	-0.020459	-2.963947	1.203645	61.580414	-0.123943	-0.012850	-0.553445
02253						0.220082	-0.364383	-0.273064	0.159869	0.474185	-0.024687	-2.790528	1.755274	61.526371	-0.118027	-0.020109	-0.559549
02254						-0.040612	-0.240970	-0.210570	0.242814	0.446139	-0.030306	-2.574063	2.278947	61.468056	-0.116556	-0.025223	-0.561822
02255						0.035231	-0.193504	0.127774	0.383411	0.397491	-0.038014	-2.209647	2.756878	61.409817	-0.117195	-0.028558	-0.560941
02256						0.550044	-0.400297	0.269002	0.321738	0.348594	-0.049032	-1.798298	3.179792	61.347504	-0.109728	-0.034438	-0.554267
02257						-0.252246	-0.200092	0.597845	0.368882	0.300630	-0.044302	-1.446706	3.542101	61.279694	-0.107188	-0.039121	-0.543430
02258						-0.095108	-0.528537	0.716762	0.532164	0.274660	-0.040115	-0.908568	3.866499	61.224663	-0.111538	-0.046023	-0.528536
02259						0.175133	-0.788003	0.907408	0.484871	0.262120	-0.047257	-0.322247	4.170507	61.170853	-0.109660	-0.058528	-0.509731
02260						-0.139070	-0.767373	0.948139	0.395265	0.256386	-0.053488	0.146529	4.466818	61.108475	-0.106946	-0.074384	-0.490158
02261						-0.182469	-0.674119	1.415142	0.520364	0.285111	-0.038930	0.666377	4.774392	61.058403	-0.111581	-0.088786	-0.465007
02262						0.604444	-0.971138	1.475760	0.371096	0.351296	-0.059105	1.197239	5.144284	61.010639	-0.105339	-0.105501	-0.434836
02263						0.899518	-0.709664	1.397582	-0.038821	0.413542	-0.105182	1.344985	5.591602	60.926136	-0.088514	-0.122751	-0.405452
02265						0.975073	-0.348140	1.408764	-0.383338	0.447833	-0.145897	1.047274	6.092544	60.788219	-0.062338	-0.135517	-0.367379
02266						0.911500	-0.417067	1.184887	-0.658153	0.457480	-0.185279	0.392392	6.616757	60.598183	-0.042611	-0.141297	-0.342530
02267						-0.088616	-0.047081	1.195333	-0.573892	0.456975	-0.175149	-0.393779	7.138619	60.388168	-0.035012	-0.143515	-0.319174
02268						-0.099452	-0.165960	1.002510	-0.180472	0.442235	-0.145213	-0.825752	7.651452	60.201603	-0.038614	-0.143403	-0.296895
02269						0.309718	-0.132240	1.044273	0.035404	0.410876	-0.136938	-0.900118	8.138053	60.033314	-0.036307	-0.146341	-0.275972
02270						0.616543	0.000783	1.130182	0.048706	0.364833	-0.153798	-0.868690	8.577915	59.859211	-0.025724	-0.146397	-0.253638
02271						0.513400	-0.158417	1.149423	0.043022	0.290065	-0.151403	-0.857087	8.946472	59.675446	-0.014914	-0.147656	-0.230908
02272						0.768986	-0.472562	1.401034	0.017972	0.234907	-0.125399	-0.842623	9.240680	59.511780	-0.002651	-0.152932	-0.205019
02273						0.810527	-0.416023	1.419671	-0.133431	0.187409	-0.104690	-0.945878	9.477487	59.379280	0.013724	-0.161245	-0.176420
02274						0.353196	-0.073833	1.445941	-0.159071	0.142554	-0.082383	-1.160047	9.661182	59.271515	0.024424	-0.164598	-0.147393
02275						-0.083855	-0.023557	1.331459	-0.026158	0.092339	-0.065812	-1.292751	9.789462	59.184547	0.027379	-0.164645	-0.120796
02276						-0.226018	0.058524	1.248047	0.195064	0.046878	-0.061754	-1.197009	9.864484	59.111656	0.023437	-0.163509	-0.094832
02278						-0.409174	0.267249	1.432949	0.473919	0.036404	-0.082127	-0.809382	9.906137	59.031898	0.013130	-0.158951	-0.067285
02279						0.410319	0.152731	1.435669	0.478027	0.038295	-0.141224	-0.248123	9.948070	58.904808	0.010796	-0.151773	-0.028336
02280						0.723012	-0.060307	1.408339	0.162539	0.058928	-0.212256	0.062740	10.005849	58.691856	0.023995	-0.151330	-0.000273
02281						0.357285	0.075695	1.442273	-0.012468	0.073136	-0.244577	0.059010	10.080270	58.423138	0.033961	-0.150755	0.027871
02282						0.253107	-0.201095	1.358364	-0.066291	0.071358	-0.244129	-0.047119	10.163994	58.138504	0.039565	-0.151835	0.055227
02283						-0.193548	-0.311536	1.080657	-0.024053	0.042456	-0.210073	-0.169635	10.229375	57.873238	0.039837	-0.156215	0.077906
