Number,(Secs),(cm),(cm),(F)
204,20,400,104,17,104,17,62,6, 177
205,20,500,102,99,102,99,62,6, 179
206,20,600,101,46,101,46,62,6, 181
207,20,700,99,04,99,04,62,6, 183
208,20,800,95,64,95,64,62,6, 185
209,20,900,92,13,92,13,62,6, 187
210,21,000,88,45,88,45,62,6, 189
211,21,100,84,97,84,97,62,6, 191
212,21,200,81,77,81,77,62,6, 193
213,21,300,79,02,79,02,63,0, 195
214,21,400,78,18,78,18,62,6, 197
215,21,500,79,39,79,39,63,0, 199
216,21,600,82,15,82,15,62,6, 201
217,21,700,85,60,85,60,62,6, 203
218,21,800,89,59,89,59,63,0, 205
219,21,900,93,68,93,68,63,0, 207
220,22,000,98,31,98,31,63,0, 209
221,22,100,103,21,103,21,62,6, 211
222,22,200,107,79,107,79,62,6, 213
223,22,300,111,91,111,91,62,6, 215
224,22,400,115,61,115,61,62,6, 217
225,22,500,118,92,118,92,62,6, 219
226,22,600,120,36,120,36,63,0, 220
227,22,700,124,07,124,07,63,0, 223
228,22,800,125,46,125,46,63,0, 225
229,22,900,125,00,125,00,63,0, 227
230,23,000,122,83,122,83,63,0, 229
231,23,100,119,56,119,56,63,0, 231
232,23,200,116,05,116,05,63,0, 233
233,23,300,112,34,112,34,63,0, 235
234,23,400,108,21,108,21,63,0, 237
235,23,500,104,30,104,30,63,0, 239
236,23,600,100,97,100,97,63,0, 241
237,23,700,98,48,98,48,63,0, 243
238,23,800,97,47,97,47,63,0, 244
239,23,900,94,48,94,48,63,0, 247
240,24,000,93,29,93,29,63,0, 249
241,24,100,93,32,93,32,63,0, 251
242,24,200,94,90,94,90,63,0, 253
243,24,300,97,26,97,26,62,6, 255
244,24,400,100,15,100,15,62,6, 1
245,24,500,103,51,103,51,62,6, 3
246,24,600,107,12,107,12,63,0, 5
247,24,700,111,00,111,00,63,0, 7
248,24,800,115,24,115,24,63,0, 9
249,24,900,117,64,117,64,63,0, 10
250,25,000,122,23,122,23,63,0, 12
251,25,100,128,02,128,02,63,0, 15
252,25,200,131,59,131,59,63,0, 17
253,25,300,134,90,134,90,63,0, 19
254,25,400,137,27,137,27,63,0, 21
255,25,500,137,71,137,71,63,0, 23
256,25,600,138,91,138,91,63,0, 25
257,25,700,134,05,134,05,63,0, 27
258,25,800,130,10,130,10,63,0, 29
259,25,900,125,75,125,75,63,0, 31
260,26,000,120,09,120,09,63,0, 33
261,26,100,117,17,117,17,63,0, 34
262,26,200,111,78,111,78,63,0, 36
263,26,300,105,57,105,57,63,0, 39
264,26,400,101,75,101,75,63,0, 41
265,26,500,98,38,98,38,63,0, 43
266,26,600,95,55,95,55,63,0, 45
267,26,700,93,27,93,27,63,0, 47
268,26,800,91,87,91,87,63,0, 49
269,26,900,91,49,91,49,62,6, 51
270,27,000,92,18,92,18,62,6, 53
271,27,100,93,24,93,24,62,6, 55
272,27,200,95,19,95,19,62,6, 57
273,27,300,96,62,96,62,62,6, 58
274,27,400,100,34,100,34,62,6, 60
275,27,500,107,05,107,05,63,0, 63
276,27,600,110,58,110,58,62,6, 65
277,27,700,113,80,113,80,63,0, 67
278,27,800,117,16,117,16,63,0, 69
279,27,900,119,84,119,84,63,0, 71
280,28,000,121,68,121,68,63,0, 73
281,28,100,122,05,122,05,63,0, 75
282,28,200,121,77,121,77,63,0, 77
283,28,300,121,12,121,12,63,0, 79
284,28,400,120,48,120,48,63,0, 81
285,28,500,120,58,120,58,63,0, 82
286,28,600,121,57,121,57,63,0, 85
287,28,700,122,72,122,72,63,0, 87
288,28,800,124,55,124,55,63,0, 89
289,28,900,126,43,126,43,63,0, 91
290,29,000,128,09,128,09,63,0, 93
291,29,100,129,15,129,15,63,0, 95
292,29,200,130,75,130,75,63,0, 97
293,29,300,132,42,132,42,63,0, 99
294,29,400,134,79,134,79,63,0, 101
295,29,500,139,44,139,44,63,0, 103
296,29,600,140,66,140,66,63,0, 104
297,29,700,135,08,135,08,62,6, 106
298,29,800,126,83,126,83,63,0, 109
299,29,900,121,25,121,25,63,0, 111
300,30,000,115,99,115,99,63,0, 113
301,30,100,111,92,111,92,63,0, 115
302,30,200,108,34,108,34,63,0, 117
303,30,300,104,77,104,77,62,6, 119
304,30,400,101,67,101,67,62,6, 121
305,30,500,99,21,99,21,62,6, 123
306,30,600,97,19,97,19,62,6, 125
307,30,700,95,84,95,84,62,6, 127
308,30,800,95,70,95,70,63,0, 128
309,30,900,96,91,96,91,63,0, 130
310,31,000,100,06,100,06,63,0, 133
311,31,100,102,28,102,28,62,6, 135
312,31,200,104,23,104,23,62,6, 137
313,31,300,106,05,106,05,62,6, 139
314,31,400,108,00,108,00,62,6, 141
315,31,500,110,30,110,30,62,6, 143
316,31,600,112,83,112,83,62,6, 145
317,31,700,115,31,115,31,62,6, 147
318,31,800,117,16,117,16,63,0, 149
319,31,900,118,81,118,81,63,0, 151
320,32,000,119,29,119,29,62,6, 152
321,32,100,119,66,119,66,62,6, 154
322,32,200,119,22,119,22,62,6, 157
323,32,300,118,00,118,00,62,6, 159
324,32,400,116,13,116,13,62,6, 161
325,32,500,114,95,114,95,62,6, 163
326,32,600,114,82,114,82,62,6, 165
327,32,700,115,44,115,44,62,6, 167
328,32,800,116,06,116,06,62,6, 169
329,32,900,116,25,116,25,62,6, 171
330,33,000,115,89,115,89,62,6, 173
331,33,100,115,51,115,51,62,6, 174
332,33,200,114,33,114,33,62,6, 176
333,33,300,112,94,112,94,62,6, 178
334,33,400,111,39,111,39,62,6, 181
335,33,500,110,85,110,85,62,6, 183
336,33,600,110,17,110,17,62,6, 185
337,33,700,108,55,108,55,62,6, 187
338,33,800,106,76,106,76,62,6, 189
339,33,900,105,00,105,00,62,6, 191
340,34,000,103,71,103,71,62,6, 193
341,34,100,102,96,102,96,62,6, 195
342,34,200,101,79,101,79,62,6, 197
343,34,300,100,64,100,64,62,6, 198
344,34,400,97,65,97,65,62,6, 200
345,34,500,93,98,93,98,62,6, 202
346,34,600,89,37,89,37,62,6, 205
347,34,700,88,62,88,62,62,6, 207
348,34,800,90,35,90,35,62,6, 209
349,34,900,93,86,93,86,62,6, 211
350,35,000,98,45,98,45,62,6, 213
351,35,100,102,83,102,83,62,6, 215
352,35,200,106,39,106,39,62,6, 217
353,35,300,109,32,109,32,62,6, 219
354,35,400,111,98,111,98,62,6, 221
355,35,500,113,06,113,06,62,6, 222
356,35,600,114,68,114,68,62,6, 224
357,35,700,115,62,115,62,62,6, 226
358,35,800,114,99,114,99,62,6, 229
359,35,900,113,44,113,44,62,6, 231
360,36,000,111,22,111,22,62,6, 233
361,36,100,108,07,108,07,62,6, 235
362,36,200,104,18,104,18,62,6, 237
363,36,300,100,84,100,84,62,6, 239
364,36,400,98,24,98,24,62,6, 241
365,36,500,96,17,96,17,62,6, 243
366,36,600,95,61,95,61,62,6, 245
367,36,700,96,40,96,40,63,0, 246
368,36,800,99,71,99,71,63,0, 248
369,36,900,103,84,103,84,62,6, 250
370,37,000,111,04,111,04,62,6, 253
371,37,100,115,07,115,07,62,6, 255
372,37,200,118,91,118,91,62,6, 1
373,37,300,120,95,120,95,62,6, 3
374,37,400,121,62,121,62,62,6, 5
375,37,500,121,69,121,69,62,6, 7
376,37,600,120,92,120,92,62,6, 9
377,37,700,119,38,119,38,62,6, 11
378,37,800,118,75,118,75,62,6, 12
379,37,900,117,81,117,81,63,0, 14
380,38,000,117,14,117,14,63,0, 16
381,38,100,115,59,115,59,62,6, 18
382,38,200,113,24,113,24,63,0, 21
383,38,300,111,20,111,20,63,0, 23
384,38,400,108,79,108,79,63,0, 25
385,38,500,107,00,107,00,62,6, 27
386,38,600,105,35,105,35,62,6, 29
387,38,700,103,06,103,06,63,0, 31
388,38,800,100,08,100,08,63,0, 33
389,38,900,97,38,97,38,63,0, 35
390,39,000,96,52,96,52,62,6, 36
391,39,100,97,52,97,52,62,6, 38
392,39,200,101,44,101,44,62,6, 40
393,39,300,106,87,106,87,62,6, 42
394,39,400,116,32,116,32,62,6, 45
395,39,500,122,42,122,42,62,6, 47
396,39,600,127,71,127,71,62,6, 49
397,39,700,133,61,133,61,62,6, 51
398,39,800,141,51,141,51,62,6, 53
399,39,900,0,00,0,00,62,6, 55
400,40,000,141,04,141,04,62,6, 56
401,40,100,127,92,127,92,62,6, 59
402,40,200,124,47,124,47,62,6, 60
403,40,300,117,64,117,64,62,6, 62
404,40,400,111,74,111,74,62,6, 64
405,40,500,106,43,106,43,62,6, 67
406,40,600,103,69,103,69,62,6, 69
407,40,700,100,46,100,46,62,6, 71
408,40,800,97,28,97,28,62,6, 73
409,40,900,94,57,94,57,63,0, 75
410,41,000,92,31,92,31,62,6, 77
411,41,100,91,42,91,42,62,6, 79
412,41,200,92,18,92,18,62,6, 81
413,41,300,94,40,94,40,62,6, 83
414,41,400,96,04,96,04,62,6, 84
415,41,500,99,75,99,75,62,6, 86
416,41,600,103,40,103,40,62,6, 88
417,41,700,108,98,108,98,63,0, 91
418,41,800,112,37,112,37,63,0, 93
419,41,900,115,46,115,46,63,0, 95
420,42,000,118,56,118,56,62,6, 97
421,42,100,121,27,121,27,62,6, 99
422,42,200,123,14,123,14,62,6, 101
423,42,300,123,90,123,90,62,6, 103
424,42,400,122,93,122,93,62,6, 105
425,42,500,121,84,121,84,62,6, 106
426,42,600,118,32,118,32,62,6, 108
427,42,700,114,34,114,34,63,0, 110
428,42,800,110,91,110,91,63,0, 112
429,42,900,107,36,107,36,62,6, 115
430,43,000,105,84,105,84,63,0, 117
431,43,100,105,40,105,40,62,6, 119
432,43,200,105,69,105,69,62,6, 121
433,43,300,106,28,106,28,62,6, 123
434,43,400,107,30,107,30,62,6, 125
435,43,500,107,79,107,79,62,6, 127
436,43,600,106,82,106,82,62,6, 129
437,43,700,106,02,106,02,62,6, 130
438,43,800,103,45,103,45,62,6, 132
439,43,900,100,71,100,71,62,6, 134
440,44,000,98,99,98,99,62,6, 136
441,44,100,98,36,98,36,62,6, 139
442,44,200,99,25,99,25,62,6, 141
443,44,300,101,06,101,06,62,6, 143
444,44,400,104,10,104,10,62,6, 145
445,44,500,107,90,107,90,63,0, 147
446,44,600,111,38,111,38,63,0, 149
447,44,700,113,81,113,81,63,0, 151
448,44,800,115,62,115,62,63,0, 153
449,44,900,116,36,116,36,63,0, 154
450,45,000,116,99,116,99,63,0, 156
451,45,100,116,64,116,64,63,0, 158
452,45,200,116,30,116,30,63,0, 160
453,45,300,114,67,114,67,63,0, 163
454,45,400,113,83,113,83,63,0, 165
455,45,500,113,36,113,36,63,0, 167
456,45,600,112,14,112,14,63,0, 169
457,45,700,109,80,109,80,63,0, 171
458,45,800,106,18,106,18,63,0, 173
459,45,900,101,95,101,95,63,0, 175
460,46,000,98,60,98,60,63,0, 177
461,46,100,97,27,97,27,63,0, 178
462,46,200,95,18,95,18,63,0, 180
463,46,300,93,04,93,04,63,0, 182
464,46,400,91,36,91,36,63,0, 184
465,46,500,89,88,89,88,62,6, 187
466,46,600,91,66,91,66,62,6, 189
467,46,700,95,84,95,84,62,6, 191
468,46,800,101,51,101,51,62,6, 193
469,46,900,108,22,108,22,62,6, 195
470,47,000,114,40,114,40,62,6, 197
471,47,100,119,74,119,74,62,6, 199
472,47,200,122,18,122,18,62,6, 200
473,47,300,125,78,125,78,62,6, 202
474,47,400,127,25,127,25,62,6, 204
475,47,500,127,11,127,11,62,6, 206
476,47,600,125,18,125,18,63,0, 208
477,47,700,119,37,119,37,63,0, 211
478,47,800,114,50,114,50,62,6, 213
479,47,900,109,75,109,75,62,6, 215
480,48,000,105,80,105,80,62,6, 217
481,48,100,102,80,102,80,62,6, 219
482,48,200,101,74,101,74,62,6, 221
483,48,300,102,73,102,73,63,0, 223
484,48,400,103,52,103,52,63,0, 224
485,48,500,105,56,105,56,63,0, 226
486,48,600,107,76,107,76,62,6, 228
487,48,700,110,10,110,10,63,0, 230
488,48,800,112,86,112,86,62,6, 232
489,48,900,117,50,117,50,63,0, 235
490,49,000,120,64,120,64,63,0, 237
491,49,100,123,84,123,84,62,6, 239
492,49,200,125,84,125,84,62,6, 241
493,49,300,126,33,126,33,62,6, 243
494,49,400,125,66,125,66,62,6, 245
495,49,500,123,56,123,56,63,0, 247
496,49,600,122,23,122,23,63,0, 248
497,49,700,118,88,118,88,63,0, 250
498,49,800,115,69,115,69,62,6, 252
499,49,900,113,08,113,08,62,6, 254
500,50,000,110,39,110,39,62,6, 0
501,50,100,105,11,105,11,63,0, 3
502,50,200,101,52,101,52,63,0, 5
503,50,300,97,72,97,72,63,0, 7
504,50,400,94,70,94,70,63,0, 9
505,50,500,92,83,92,83,63,0, 11
506,50,600,92,16,92,16,62,6, 13
507,50,700,93,36,93,36,63,0, 15
508,50,800,94,75,94,75,63,0, 16
509,50,900,98,55,98,55,62,6, 18
510,51,000,103,80,103,80,62,6, 20
511,51,100,109,93,109,93,63,0, 22
512,51,200,116,19,116,19,63,0, 24
513,51,300,124,65,124,65,63,0, 27
514,51,400,131,64,131,64,62,6, 29
515,51,500,137,72,137,72,63,0, 31
516,51,600,0,00,0,00,63,0, 33
517,51,700,136,47,136,47,63,0, 35
518,51,800,133,99,133,99,62,6, 37
519,51,900,131,64,131,64,62,6, 38
520,52,000,125,48,125,48,62,6, 40
521,52,100,120,01,120,01,62,6, 42
522,52,200,112,78,112,78,63,0, 44
523,52,300,108,84,108,84,62,6, 46
524,52,400,105,08,105,08,62,6, 49
525,52,500,103,86,103,86,62,6, 51
526,52,600,101,42,101,42,62,6, 53
527,52,700,99,77,99,77,62,6, 55
528,52,800,99,09,99,09,62,6, 57
529,52,900,97,82,97,82,63,0, 59
530,53,000,97,84,97,84,63,0, 61
531,53,100,98,39,98,39,63,0, 62
532,53,200,100,98,100,98,62,6, 64
533,53,300,104,84,104,84,63,0, 66
534,53,400,108,39,108,39,63,0, 68
535,53,500,112,69,112,69,62,6, 70
536,53,600,118,94,118,94,63,0, 73
537,53,700,122,11,122,11,62,6, 75
538,53,800,123,91,123,91,62,6, 77
539,53,900,124,42,124,42,63,0, 79
540,54,000,123,21,123,21,62,6, 81
541,54,100,121,17,121,17,62,6, 83
542,54,200,118,13,118,13,63,0, 85
543,54,300,116,49,116,49,63,0, 86
544,54,400,112,83,112,83,62,6, 88
545,54,500,109,29,109,29,62,6, 90
546,54,600,105,70,105,70,63,0, 92
547,54,700,102,02,102,02,62,6, 94
548,54,800,97,33,97,33,62,6, 97
549,54,900,94,58,94,58,63,0, 99
550,55,000,92,59,92,59,62,6, 101
551,55,100,91,49,91,49,62,6, 103
552,55,200,92,72,92,72,62,6, 105
553,55,300,95,67,95,67,62,6, 107
554,55,400,99,03,99,03,62,6, 109
555,55,500,100,74,100,74,62,6, 110
556,55,600,103,99,103,99,63,0, 112
557,55,700,107,36,107,36,63,0, 114
558,55,800,110,50,110,50,63,0, 116
559,55,900,113,42,113,42,63,0, 118
560,56,000,118,01,118,01,63,0, 121
561,56,100,121,31,121,31,62,6, 123
